,loop,date,time,spd,lat,lon,mx,my,mz,mdir,th_des,th_err,dist,st,st_fin,col,waypoint
1021,1021,12.7.2023, 012:20:26.00,4.2,37.439564,24.945435,42.88,7.38,56.93,80.24,70.45,-9.79,30.01,84,84,0,0
1023,1023,12.7.2023, 012:20:27.00,4.46,37.439564,24.945448,45.31,4.94,59.29,83.78,69.65,-14.13,28.88,84,84,0,0
1027,1027,12.7.2023, 012:20:28.00,4.28,37.43956,24.945461,42.88,4.94,60.46,83.43,68.06,-15.37,27.88,78,78,0,0
1031,1031,12.7.2023, 012:20:29.00,4.2,37.439556,24.945475,44.09,12.25,61.64,74.47,65.99,-8.48,26.91,84,84,0,0
1035,1035,12.7.2023, 012:20:30.00,4.37,37.439556,24.94549,45.31,7.38,60.46,80.76,64.77,-15.99,25.67,78,78,0,0
1039,1039,12.7.2023, 012:20:31.00,4.26,37.439556,24.945503,42.88,9.81,59.29,77.11,63.97,-13.14,24.58,84,84,0,0
1043,1043,12.7.2023, 012:20:32.00,4.09,37.439552,24.945517,44.09,11.03,59.29,75.95,61.24,-14.71,23.81,78,78,0,0
1045,1045,12.7.2023, 012:20:33.00,4.2,37.439552,24.94553,42.88,13.47,60.46,72.56,60.21,-12.35,22.74,84,84,0,0
1048,1048,12.7.2023, 012:20:34.00,4.39,37.439552,24.945543,45.31,11.03,58.11,76.32,58.64,-17.68,21.7,78,78,0,0
1052,1052,12.7.2023, 012:20:35.00,4.02,37.439548,24.945555,40.44,14.69,62.81,70.04,56.71,-13.33,21.0,78,78,0,0
1056,1056,12.7.2023, 012:20:36.00,4.24,37.439548,24.945568,42.88,20.78,61.64,64.14,55.27,-8.87,20.0,84,84,0,0
1060,1060,12.7.2023, 012:20:37.00,4.33,37.439548,24.945581,44.09,18.34,60.46,67.41,53.47,-13.95,19.14,78,78,0,0
1064,1064,12.7.2023, 012:20:38.00,4.07,37.439548,24.945595,39.22,18.34,61.64,64.93,51.2,-13.73,18.18,78,78,0,0
1066,1066,12.7.2023, 012:20:39.00,4.13,37.439548,24.945608,41.66,20.78,58.11,63.49,48.69,-14.79,17.26,78,78,0,0
1070,1070,12.7.2023, 012:20:40.00,4.3,37.439552,24.945621,38.0,23.22,61.64,58.57,45.43,-13.14,16.11,78,78,0,0
1074,1074,12.7.2023, 012:20:41.00,4.11,37.439552,24.945635,40.44,28.09,61.64,55.21,42.34,-12.87,15.25,78,78,0,0
1078,1078,12.7.2023, 012:20:42.00,4.13,37.439556,24.945648,34.34,29.31,61.64,49.52,41.27,-8.25,14.26,84,84,0,0
1083,1083,12.7.2023, 012:20:43.00,4.13,37.43956,24.94566,35.56,28.09,62.81,51.69,38.45,-13.24,13.28,78,78,0,0
1086,1086,12.7.2023, 012:20:44.00,3.98,37.439564,24.945671,33.13,34.19,63.99,44.1,36.28,-7.81,12.33,84,84,0,0
1088,1088,12.7.2023, 012:20:45.00,4.17,37.439568,24.945684,35.56,34.19,62.81,46.13,33.07,-13.06,11.33,78,78,0,0
1092,1092,12.7.2023, 012:20:46.00,4.13,37.439571,24.945696,28.25,36.63,59.29,37.64,29.56,-8.08,10.2,84,84,0,0
1096,1096,12.7.2023, 012:20:47.00,4.07,37.439575,24.945707,31.91,37.84,60.46,40.13,26.81,-13.33,9.36,78,78,0,0
1100,1100,12.7.2023, 012:20:48.00,4.26,37.439583,24.945719,27.03,41.5,61.64,33.08,22.13,-10.95,8.23,84,84,0,0
1104,1104,12.7.2023, 012:20:49.00,4.09,37.43959,24.945728,23.38,40.28,62.81,30.13,18.49,-11.64,7.25,78,78,0,0
1108,1108,12.7.2023, 012:20:50.00,4.19,37.439594,24.945738,19.72,41.5,61.64,25.41,12.44,-12.98,6.63,78,78,0,0
1110,1110,12.7.2023, 012:20:51.00,4.28,37.439606,24.945747,17.28,43.94,60.46,21.47,6.71,-14.76,4.97,78,78,0,0
1114,1114,12.7.2023, 012:20:52.00,3.87,37.439613,24.945755,13.63,48.81,60.46,15.6,0.0,-15.6,4.18,78,78,0,0
1118,1118,12.7.2023, 012:20:53.00,4.13,37.439621,24.945761,8.75,47.59,60.46,10.42,353.21,-17.21,3.45,72,72,0,0
1122,1122,12.7.2023, 012:20:54.00,4.04,37.439629,24.945766,0.22,50.03,61.64,0.25,339.67,-20.58,2.86,72,72,0,0
1126,1126,12.7.2023, 012:20:55.00,3.5,37.43964,24.945766,-14.41,48.81,61.64,343.56,321.55,-22.01,1.55,72,72,0,1
1129,1129,12.7.2023, 012:20:58.00,3.02,37.439667,24.945753,-41.22,28.09,56.93,304.28,252.94,-51.34,37.53,42,42,0,1
1131,1131,12.7.2023, 012:20:59.00,2.8,37.439667,24.945745,-42.44,-4.81,55.76,263.53,252.31,-11.22,36.81,78,78,0,1
1135,1135,12.7.2023, 012:21:00.00,3.69,37.439667,24.945736,-41.22,-13.34,55.76,252.06,252.24,0.17,36.09,90,90,0,1
1139,1139,12.7.2023, 012:21:01.00,4.41,37.439663,24.945723,-40.0,-14.56,58.11,250.0,252.22,2.23,34.83,90,90,0,1
1143,1143,12.7.2023, 012:21:02.00,4.48,37.439659,24.945709,-42.44,-18.22,55.76,246.77,252.83,6.07,33.56,90,90,0,1
1147,1147,12.7.2023, 012:21:03.00,4.57,37.439651,24.945698,-38.78,-15.78,58.11,247.86,253.0,5.14,32.47,90,90,0,1
1150,1150,12.7.2023, 012:21:04.00,4.52,37.439648,24.945684,-38.78,-14.56,58.11,249.42,253.36,3.94,31.21,90,90,0,1
1152,1152,12.7.2023, 012:21:05.00,4.61,37.439644,24.945671,-38.78,-18.22,58.11,244.84,253.39,8.55,29.95,90,90,0,1
1156,1156,12.7.2023, 012:21:06.00,4.63,37.439636,24.945658,-41.22,-15.78,55.76,249.05,254.16,5.11,28.57,90,90,0,1
1160,1160,12.7.2023, 012:21:07.00,4.52,37.439632,24.945644,-40.0,-19.44,56.93,244.08,254.62,10.54,27.21,96,96,0,1
1164,1164,12.7.2023, 012:21:08.00,4.59,37.439629,24.945631,-41.22,-12.13,60.46,253.61,255.13,1.52,25.94,90,90,0,1
1168,1168,12.7.2023, 012:21:09.00,4.63,37.439621,24.945618,-38.78,-14.56,59.29,249.42,256.63,7.21,24.73,90,90,0,1
1171,1171,12.7.2023, 012:21:10.00,4.57,37.439617,24.945604,-41.22,-13.34,56.93,252.06,255.95,3.89,23.47,90,90,0,1
1173,1173,12.7.2023, 012:21:11.00,4.65,37.439613,24.945591,-40.0,-13.34,59.29,251.55,256.15,4.6,22.2,90,90,0,1
1177,1177,12.7.2023, 012:21:12.00,4.57,37.439606,24.945578,-41.22,-15.78,56.93,249.05,258.4,9.35,20.86,90,90,0,1
1181,1181,12.7.2023, 012:21:13.00,4.57,37.439602,24.945564,-42.44,-12.13,58.11,254.05,258.78,4.73,19.52,90,90,0,1
1184,1184,12.7.2023, 012:21:14.00,4.65,37.439598,24.945551,-42.44,-10.91,56.93,255.59,260.47,4.88,18.41,90,90,0,1
1188,1188,12.7.2023, 012:21:15.00,4.57,37.439594,24.945538,-43.66,-10.91,59.29,255.97,259.8,3.83,17.16,90,90,0,1
1192,1192,12.7.2023, 012:21:16.00,4.67,37.43959,24.945524,-40.0,-12.13,56.93,253.14,261.05,7.92,15.9,90,90,0,1
1194,1194,12.7.2023, 012:21:17.00,4.65,37.439583,24.945511,-41.22,-14.56,60.46,250.54,264.01,13.47,14.6,96,96,0,1
1199,1199,12.7.2023, 012:21:18.00,4.41,37.439583,24.945498,-40.0,-9.69,59.29,256.39,263.47,7.08,13.4,90,90,0,1
1203,1203,12.7.2023, 012:21:19.00,4.61,37.439579,24.945484,-43.66,-9.69,55.76,257.49,262.82,5.33,12.16,90,90,0,1
1207,1207,12.7.2023, 012:21:20.00,4.57,37.439575,24.945471,-46.09,-10.91,58.11,256.69,265.07,8.38,11.06,90,90,0,1
1211,1211,12.7.2023, 012:21:21.00,4.52,37.439571,24.945457,-46.09,-8.47,58.11,259.59,266.67,7.08,9.83,90,90,0,1
1215,1215,12.7.2023, 012:21:22.00,4.57,37.439568,24.945442,-49.75,-7.25,59.29,261.71,271.29,9.58,8.44,96,96,0,1
1219,1219,12.7.2023, 012:21:23.00,4.67,37.439564,24.945429,-42.44,-6.03,58.11,261.91,273.0,11.09,7.25,96,96,0,1
1223,1223,12.7.2023, 012:21:24.00,4.39,37.43956,24.945415,-47.31,-3.59,58.11,265.66,280.7,15.04,6.08,96,96,0,1
1227,1227,12.7.2023, 012:21:25.00,4.52,37.43956,24.945402,-46.09,-2.38,56.93,267.05,283.29,16.24,4.88,102,102,0,1
1231,1231,12.7.2023, 012:21:26.00,4.52,37.43956,24.945387,-43.66,1.28,58.11,271.68,288.19,16.51,3.55,102,102,0,1
1234,1234,12.7.2023, 012:21:27.00,3.59,37.439556,24.945375,-43.66,-2.38,59.29,266.89,300.65,33.77,2.8,114,114,0,1
1236,1236,12.7.2023, 012:21:28.00,4.0,37.439552,24.945364,-42.44,1.28,61.64,271.73,324.18,52.45,2.14,132,132,0,0
1240,1240,12.7.2023, 012:21:31.00,2.91,37.43956,24.945333,-15.63,42.72,60.46,339.91,74.06,94.15,38.62,150,150,0,0
1244,1244,12.7.2023, 012:21:32.00,2.06,37.439564,24.945328,11.19,41.5,62.81,15.09,75.05,59.96,38.96,144,144,0,0
1248,1248,12.7.2023, 012:21:33.00,2.19,37.439568,24.945328,33.13,34.19,63.99,44.1,75.86,31.77,38.87,120,120,0,0
1251,1251,12.7.2023, 012:21:34.00,3.02,37.439571,24.945335,42.88,15.91,60.46,69.65,75.92,6.27,38.1,96,96,0,0
1255,1255,12.7.2023, 012:21:35.00,3.37,37.439575,24.945345,42.88,11.03,61.64,75.57,76.71,1.14,37.13,90,90,0,0
1257,1257,12.7.2023, 012:21:36.00,4.24,37.439575,24.945358,41.66,8.59,59.29,78.34,76.57,-1.78,35.96,90,90,0,0
1261,1261,12.7.2023, 012:21:37.00,4.06,37.439575,24.94537,44.09,1.28,59.29,88.34,75.92,-12.41,35.08,84,84,0,0
1265,1265,12.7.2023, 012:21:38.00,4.24,37.439571,24.945383,40.44,4.94,61.64,83.04,74.5,-8.54,34.01,84,84,0,0
1269,1269,12.7.2023, 012:21:39.00,4.39,37.439571,24.945396,42.88,4.94,61.64,83.43,73.94,-9.49,32.84,84,84,0,0
1273,1273,12.7.2023, 012:21:40.00,4.39,37.439568,24.945412,44.09,3.72,58.11,85.18,72.28,-12.9,31.75,84,84,0,0
1277,1277,12.7.2023, 012:21:41.00,4.32,37.439564,24.945425,41.66,2.5,60.46,86.57,70.92,-15.64,30.73,78,78,0,0
1279,1279,12.7.2023, 012:21:42.00,4.28,37.439564,24.945438,42.88,8.59,58.11,78.67,70.16,-8.51,29.59,84,84,0,0
1283,1283,12.7.2023, 012:21:43.00,4.22,37.43956,24.945452,42.88,2.5,60.46,86.66,68.74,-17.93,28.73,78,78,0,0
1286,1286,12.7.2023, 012:21:44.00,4.07,37.43956,24.945463,44.09,8.59,62.81,78.97,67.95,-11.02,27.74,84,84,0,0
1290,1290,12.7.2023, 012:21:45.00,4.28,37.439556,24.945477,42.88,7.38,60.46,80.24,65.86,-14.38,26.78,78,78,0,0
1294,1294,12.7.2023, 012:21:46.00,4.32,37.439556,24.945492,44.09,9.81,56.93,77.45,64.62,-12.83,25.54,84,84,0,0
1298,1298,12.7.2023, 012:21:47.00,4.07,37.439556,24.945505,39.22,9.81,59.29,75.95,63.82,-12.14,24.44,84,84,0,0
1300,1300,12.7.2023, 012:21:48.00,4.41,37.439556,24.945518,42.88,12.25,60.46,74.05,62.11,-11.95,23.36,84,84,0,0
1304,1304,12.7.2023, 012:21:49.00,4.22,37.439556,24.945532,42.88,9.81,58.11,77.11,61.28,-15.83,22.43,78,78,0,0
1308,1308,12.7.2023, 012:21:50.00,4.0,37.439556,24.945545,41.66,15.91,61.64,69.1,59.73,-9.37,21.38,84,84,0,0
1312,1312,12.7.2023, 012:21:51.00,4.3,37.439556,24.945559,38.0,14.69,62.81,68.87,58.03,-10.84,20.34,84,84,0,0
1316,1316,12.7.2023, 012:21:52.00,4.22,37.439556,24.945572,41.66,17.13,63.99,67.65,56.14,-11.51,19.32,84,84,0,0
1320,1320,12.7.2023, 012:21:53.00,4.26,37.439556,24.945585,38.0,17.13,66.34,65.74,53.58,-12.16,18.33,84,84,0,0
1322,1322,12.7.2023, 012:21:54.00,4.17,37.439556,24.945599,39.22,19.56,60.46,63.49,52.03,-11.46,17.48,84,84,0,0
1326,1326,12.7.2023, 012:21:55.00,4.24,37.43956,24.945612,40.44,22.0,62.81,61.45,50.49,-10.96,16.29,84,84,0,0
1330,1330,12.7.2023, 012:21:56.00,4.17,37.43956,24.945625,39.22,23.22,58.11,59.37,47.65,-11.72,15.38,84,84,0,0
1334,1334,12.7.2023, 012:21:57.00,4.02,37.439564,24.945637,38.0,28.09,61.64,53.52,45.41,-8.11,14.34,84,84,0,0
1338,1338,12.7.2023, 012:21:58.00,4.13,37.439568,24.94565,38.0,29.31,60.46,52.35,44.09,-8.27,13.22,84,84,0,0
1341,1341,12.7.2023, 012:21:59.00,4.13,37.439571,24.945662,34.34,29.31,63.99,49.52,41.71,-7.81,12.04,84,84,0,0
1343,1343,12.7.2023, 012:22:00.00,4.17,37.439575,24.945673,35.56,30.53,62.81,49.35,40.9,-8.45,11.05,84,84,0,0
1347,1347,12.7.2023, 012:22:01.00,4.2,37.439579,24.945686,33.13,29.31,62.81,48.49,37.76,-10.73,10.0,84,84,0,0
1351,1351,12.7.2023, 012:22:02.00,4.11,37.439583,24.945698,34.34,29.31,61.64,49.52,31.96,-17.56,9.08,78,78,0,0
1354,1354,12.7.2023, 012:22:03.00,4.33,37.43959,24.945709,30.69,35.41,61.64,40.92,30.09,-10.83,7.96,84,84,0,0
1358,1358,12.7.2023, 012:22:04.00,4.04,37.439594,24.945721,29.47,36.63,61.64,38.82,24.4,-14.42,7.13,78,78,0,0
1362,1362,12.7.2023, 012:22:05.00,3.94,37.439598,24.945732,27.03,42.72,61.64,32.32,16.89,-15.44,6.38,78,78,0,0
1364,1364,12.7.2023, 012:22:06.00,4.39,37.439606,24.945742,22.16,43.94,62.81,26.76,13.24,-13.52,5.08,78,78,0,0
1368,1368,12.7.2023, 012:22:07.00,3.98,37.439613,24.945749,18.5,47.59,61.64,21.24,5.91,-15.33,4.2,78,78,0,0
1372,1372,12.7.2023, 012:22:08.00,4.07,37.439625,24.945757,11.19,50.03,62.81,12.6,357.33,-15.28,3.04,78,78,0,0
1376,1376,12.7.2023, 012:22:09.00,4.07,37.439632,24.945765,5.09,50.03,59.29,5.81,336.58,-29.23,2.45,66,66,0,0
1380,1380,12.7.2023, 012:22:10.00,3.98,37.43964,24.945768,-2.22,50.03,61.64,357.46,317.78,-39.68,1.66,54,54,0,1
1384,1384,12.7.2023, 012:22:13.00,3.04,37.439671,24.945765,-38.78,28.09,56.93,305.92,252.86,-53.06,38.77,42,42,0,1
1386,1386,12.7.2023, 012:22:14.00,2.59,37.439674,24.945759,-44.88,2.5,58.11,273.19,251.78,-21.41,38.31,72,72,0,1
1390,1390,12.7.2023, 012:22:15.00,3.54,37.439674,24.945747,-42.44,-12.13,54.58,254.05,251.34,-2.71,37.45,84,84,0,1
1394,1394,12.7.2023, 012:22:16.00,4.15,37.439671,24.945736,-41.22,-14.56,53.41,250.54,251.66,1.12,36.33,90,90,0,1
1398,1398,12.7.2023, 012:22:17.00,4.33,37.439667,24.945724,-40.0,-17.0,54.58,246.97,251.71,4.74,35.09,90,90,0,1
1402,1402,12.7.2023, 012:22:18.00,4.69,37.439659,24.945711,-37.56,-20.66,59.29,241.19,252.91,11.72,33.71,96,96,0,1
1405,1405,12.7.2023, 012:22:19.00,4.61,37.439655,24.945698,-37.56,-20.66,55.76,241.19,252.68,11.49,32.59,96,96,0,1
1407,1407,12.7.2023, 012:22:20.00,4.44,37.439648,24.945686,-38.78,-18.22,54.58,244.84,253.43,8.6,31.35,90,90,0,1
1411,1411,12.7.2023, 012:22:21.00,4.61,37.439644,24.945673,-40.0,-12.13,58.11,253.14,253.47,0.34,30.09,90,90,0,1
1415,1415,12.7.2023, 012:22:22.00,4.54,37.43964,24.94566,-37.56,-17.0,59.29,245.65,253.88,8.23,28.83,90,90,0,1
1419,1419,12.7.2023, 012:22:23.00,4.52,37.439632,24.945646,-43.66,-13.34,56.93,253.0,254.7,1.7,27.35,90,90,0,1
1422,1422,12.7.2023, 012:22:24.00,4.54,37.439629,24.945633,-43.66,-14.56,56.93,251.55,255.3,3.75,26.23,90,90,0,1
1426,1426,12.7.2023, 012:22:25.00,4.74,37.439625,24.94562,-40.0,-14.56,56.93,250.0,255.44,5.44,24.97,90,90,0,1
1428,1428,12.7.2023, 012:22:26.00,4.39,37.439621,24.945606,-41.22,-13.34,58.11,252.06,256.04,3.98,23.71,90,90,0,1
1432,1432,12.7.2023, 012:22:27.00,4.65,37.439613,24.945593,-41.22,-12.13,54.58,253.61,256.24,2.63,22.35,90,90,0,1
1436,1436,12.7.2023, 012:22:28.00,4.67,37.43961,24.94558,-43.66,-14.56,56.93,251.55,256.46,4.91,21.09,90,90,0,1
1440,1440,12.7.2023, 012:22:29.00,4.48,37.439606,24.945568,-40.0,-14.56,59.29,250.0,257.97,7.97,20.12,90,90,0,1
1444,1444,12.7.2023, 012:22:30.00,4.74,37.439602,24.945553,-41.22,-15.78,58.11,249.05,258.24,9.19,18.63,90,90,0,1
1447,1447,12.7.2023, 012:22:31.00,4.59,37.439594,24.945539,-44.88,-14.56,58.11,252.02,259.89,7.87,17.3,90,90,0,1
1449,1449,12.7.2023, 012:22:32.00,4.57,37.43959,24.945526,-42.44,-13.34,56.93,252.55,261.14,8.59,16.05,90,90,0,1
1453,1453,12.7.2023, 012:22:33.00,4.56,37.439587,24.945513,-43.66,-13.34,55.76,253.0,263.33,10.33,14.8,96,96,0,1
1456,1456,12.7.2023, 012:22:34.00,4.57,37.439583,24.945499,-41.22,-12.13,58.11,253.61,263.54,9.93,13.55,96,96,0,1
1460,1460,12.7.2023, 012:22:35.00,4.59,37.439579,24.945486,-40.0,-12.13,58.11,253.14,262.13,8.99,12.45,90,90,0,1
1464,1464,12.7.2023, 012:22:36.00,4.57,37.439575,24.945473,-43.66,-8.47,55.76,259.02,265.14,6.11,11.21,90,90,0,1
1468,1468,12.7.2023, 012:22:37.00,4.46,37.439571,24.945459,-43.66,-8.47,59.29,259.02,266.72,7.7,9.98,90,90,0,1
1470,1470,12.7.2023, 012:22:38.00,4.63,37.439571,24.945446,-47.31,-6.03,56.93,262.74,266.27,3.54,8.78,90,90,0,1
1474,1474,12.7.2023, 012:22:39.00,4.5,37.439568,24.945431,-40.0,-6.03,58.11,261.43,270.0,8.57,7.39,90,90,0,1
1478,1478,12.7.2023, 012:22:40.00,4.5,37.439564,24.945417,-47.31,-4.81,56.93,264.19,273.52,9.32,6.19,96,96,0,1
1482,1482,12.7.2023, 012:22:41.00,4.61,37.439564,24.945404,-46.09,0.06,58.11,270.08,276.53,6.45,4.99,90,90,0,1
1486,1486,12.7.2023, 012:22:42.00,3.63,37.43956,24.945393,-42.44,-6.03,58.11,261.91,285.64,23.72,4.14,108,108,0,1
1489,1489,12.7.2023, 012:22:43.00,4.06,37.439556,24.945379,-43.66,-1.16,58.11,268.48,297.94,29.45,3.08,114,114,0,1
1491,1491,12.7.2023, 012:22:44.00,4.22,37.439556,24.945368,-42.44,6.16,59.29,278.25,313.37,35.11,2.14,120,120,0,0
1495,1495,12.7.2023, 012:22:47.00,3.11,37.43956,24.945332,-22.94,36.63,61.64,327.94,74.12,106.18,38.77,150,150,0,0
1499,1499,12.7.2023, 012:22:48.00,2.3,37.439564,24.945326,1.44,43.94,65.16,1.87,75.11,73.23,39.11,150,150,0,0
1503,1503,12.7.2023, 012:22:49.00,1.96,37.439568,24.945324,27.03,35.41,62.81,37.36,75.97,38.61,39.16,126,126,0,0
1506,1506,12.7.2023, 012:22:50.00,2.82,37.439571,24.945328,40.44,22.0,63.99,61.45,76.41,14.95,38.69,102,102,0,0
1510,1510,12.7.2023, 012:22:51.00,3.48,37.439575,24.945337,38.0,13.47,61.64,70.48,76.97,6.49,37.87,96,96,0,0
1512,1512,12.7.2023, 012:22:52.00,4.09,37.439575,24.945351,40.44,7.38,61.64,79.66,76.55,-3.11,36.69,90,90,0,0
1516,1516,12.7.2023, 012:22:53.00,4.33,37.439575,24.945364,46.53,0.06,60.46,89.92,76.4,-13.53,35.52,84,84,0,0
1520,1520,12.7.2023, 012:22:54.00,4.37,37.439571,24.945377,39.22,3.72,63.99,84.58,74.4,-10.19,34.44,84,84,0,0
1523,1523,12.7.2023, 012:22:55.00,4.35,37.439568,24.945391,44.09,2.5,60.46,86.76,73.53,-13.23,33.49,84,84,0,0
1527,1527,12.7.2023, 012:22:56.00,4.13,37.439568,24.945402,40.44,2.5,59.29,86.46,73.08,-13.38,32.62,84,84,0,0
1531,1531,12.7.2023, 012:22:57.00,4.32,37.439564,24.945415,47.75,4.94,58.11,84.1,71.46,-12.64,31.58,84,84,0,0
1533,1533,12.7.2023, 012:22:58.00,4.33,37.43956,24.945429,41.66,4.94,61.64,83.24,70.07,-13.17,30.57,84,84,0,0
1537,1537,12.7.2023, 012:22:59.00,4.19,37.43956,24.945442,44.09,3.72,58.11,85.18,68.92,-16.26,29.43,78,78,0,0
1541,1541,12.7.2023, 012:23:00.00,4.3,37.439556,24.945456,40.44,7.38,61.64,79.66,67.7,-11.97,28.44,84,84,0,0
1545,1545,12.7.2023, 012:23:01.00,4.33,37.439556,24.945469,41.66,6.16,62.81,81.59,66.86,-14.73,27.47,78,78,0,0
1549,1549,12.7.2023, 012:23:02.00,4.22,37.439552,24.945482,45.31,7.38,56.93,80.76,64.72,-16.04,26.52,78,78,0,0
1553,1553,12.7.2023, 012:23:03.00,4.09,37.439552,24.945496,42.88,9.81,61.64,77.11,63.57,-13.54,25.42,84,84,0,0
1555,1555,12.7.2023, 012:23:04.00,4.33,37.439548,24.945509,44.09,11.03,59.29,75.95,62.31,-13.64,24.52,84,84,0,0
1558,1558,12.7.2023, 012:23:05.00,4.09,37.439548,24.945522,42.88,11.03,62.81,75.57,60.94,-14.63,23.46,78,78,0,0
1562,1562,12.7.2023, 012:23:06.00,4.35,37.439545,24.945536,44.09,12.25,61.64,74.47,58.21,-16.27,22.6,78,78,0,0
1566,1566,12.7.2023, 012:23:07.00,4.26,37.439545,24.945549,45.31,14.69,60.46,72.04,56.75,-15.3,21.71,78,78,0,0
1570,1570,12.7.2023, 012:23:08.00,4.26,37.439545,24.945562,39.22,12.25,61.64,72.65,54.92,-17.73,20.71,78,78,0,0
1574,1574,12.7.2023, 012:23:09.00,4.04,37.439541,24.945576,42.88,17.13,59.29,68.23,52.06,-16.17,19.96,78,78,0,0
1576,1576,12.7.2023, 012:23:10.00,4.91,37.439541,24.945589,38.0,19.56,59.29,62.76,49.41,-13.36,19.01,78,78,0,0
1580,1580,12.7.2023, 012:23:11.00,4.02,37.439545,24.945602,36.78,28.09,60.46,52.63,48.28,-4.35,17.85,90,90,0,0
1584,1584,12.7.2023, 012:23:12.00,4.2,37.439545,24.945616,38.0,23.22,62.81,58.57,45.94,-12.63,17.07,78,78,0,0
1588,1588,12.7.2023, 012:23:13.00,4.2,37.439548,24.945629,36.78,28.09,61.64,52.63,44.4,-8.23,15.94,84,84,0,0
1592,1592,12.7.2023, 012:23:14.00,4.07,37.439548,24.945642,36.78,26.88,61.64,53.85,41.13,-12.71,15.13,78,78,0,0
1596,1596,12.7.2023, 012:23:15.00,3.98,37.439552,24.945654,36.78,30.53,60.46,50.3,37.98,-12.32,14.16,78,78,0,0
1598,1598,12.7.2023, 012:23:16.00,4.24,37.439556,24.945667,34.34,30.53,63.99,48.36,35.39,-12.97,13.12,78,78,0,0
1602,1602,12.7.2023, 012:23:17.00,3.96,37.43956,24.945679,35.56,32.97,59.29,47.17,33.01,-14.16,12.29,78,78,0,0
1606,1606,12.7.2023, 012:23:18.00,3.98,37.439564,24.94569,29.47,32.97,61.64,41.79,29.65,-12.14,11.41,78,78,0,0
1610,1610,12.7.2023, 012:23:19.00,4.2,37.439568,24.945702,33.13,35.41,60.46,43.09,26.21,-16.88,10.58,78,78,0,0
1614,1614,12.7.2023, 012:23:20.00,4.04,37.439575,24.945713,27.03,36.63,63.99,36.43,24.28,-12.15,9.17,78,78,0,0
1618,1618,12.7.2023, 012:23:21.00,4.04,37.439579,24.945723,27.03,42.72,60.46,32.32,20.2,-12.12,8.47,78,78,0,0
1620,1620,12.7.2023, 012:23:22.00,4.28,37.439587,24.945732,18.5,43.94,61.64,22.83,14.13,-8.7,7.48,84,84,0,0
1624,1624,12.7.2023, 012:23:23.00,4.17,37.439594,24.945742,19.72,42.72,60.46,24.78,10.29,-14.49,6.57,78,78,0,0
1628,1628,12.7.2023, 012:23:24.00,3.83,37.439602,24.945749,9.97,45.16,63.99,12.45,4.54,-7.91,5.71,84,84,0,0
1632,1632,12.7.2023, 012:23:25.00,4.22,37.43961,24.945755,12.41,47.59,58.11,14.61,0.0,-14.61,4.56,78,78,0,0
1636,1636,12.7.2023, 012:23:26.00,4.3,37.439621,24.945761,5.09,50.03,63.99,5.81,353.21,-12.61,3.45,78,78,0,0
1640,1640,12.7.2023, 012:23:27.00,3.52,37.439629,24.945763,-5.88,52.47,61.64,353.61,348.05,-5.57,2.73,84,84,0,0
1642,1642,12.7.2023, 012:23:28.00,4.07,37.43964,24.945761,-10.75,47.59,61.64,347.27,341.21,-6.06,1.23,84,84,0,1
1646,1646,12.7.2023, 012:23:31.00,3.2,37.439667,24.945755,-25.38,42.72,59.29,329.29,253.0,-76.28,37.68,30,30,0,1
1650,1650,12.7.2023, 012:23:32.00,1.87,37.439674,24.945753,-43.66,15.91,58.11,290.02,251.84,-38.18,37.88,54,54,0,1
1654,1654,12.7.2023, 012:23:33.00,2.91,37.439674,24.945744,-42.44,-10.91,58.11,255.59,251.12,-4.47,37.03,84,84,0,1
1658,1658,12.7.2023, 012:23:34.00,3.91,37.439671,24.945734,-43.66,-15.78,54.58,250.13,251.59,1.46,36.19,90,90,0,1
1662,1662,12.7.2023, 012:23:35.00,4.24,37.439667,24.945721,-36.34,-20.66,56.93,240.39,251.26,10.87,34.8,90,90,0,1
1666,1666,12.7.2023, 012:23:36.00,4.43,37.439659,24.945707,-37.56,-20.66,59.29,241.19,252.76,11.56,33.42,96,96,0,1
1670,1670,12.7.2023, 012:23:37.00,4.41,37.439655,24.945696,-38.78,-18.22,58.11,244.84,252.85,8.01,32.3,90,90,0,1
1673,1673,12.7.2023, 012:23:38.00,4.5,37.439651,24.945683,-37.56,-17.0,56.93,245.65,252.27,6.62,31.18,90,90,0,1
1677,1677,12.7.2023, 012:23:39.00,4.54,37.439644,24.945671,-36.34,-18.22,58.11,243.38,253.39,10.01,29.95,90,90,0,1
1681,1681,12.7.2023, 012:23:40.00,4.63,37.439636,24.945658,-40.0,-19.44,55.76,244.08,254.16,10.08,28.57,90,90,0,1
1683,1683,12.7.2023, 012:23:41.00,4.46,37.439632,24.945644,-37.56,-19.44,58.11,242.64,254.62,11.98,27.21,96,96,0,1
1687,1687,12.7.2023, 012:23:42.00,4.59,37.439625,24.945631,-40.0,-15.78,60.46,248.47,255.94,7.47,25.84,90,90,0,1
1691,1691,12.7.2023, 012:23:43.00,4.63,37.439621,24.94562,-37.56,-14.56,55.76,248.81,256.71,7.9,24.87,90,90,0,1
1694,1694,12.7.2023, 012:23:44.00,4.44,37.439617,24.945606,-42.44,-13.34,56.93,252.55,256.04,3.5,23.61,90,90,0,1
1698,1698,12.7.2023, 012:23:45.00,4.44,37.43961,24.945593,-41.22,-13.34,58.11,252.06,257.19,5.13,22.26,90,90,0,1
